ID,Name,Age,Email,Join Date,Salary,Department
3fc48575-3616-4fa9-a554-610f92c8c681,Veronica Schmidt,40.0,steven75@yahoo.com,1970-01-01,65482.0,Engineering
de98cc3c-0802-4824-929f-73eee22aa40b,Richard Brooks,56.0,lukewalker@gmail.com,1970-01-01,116303.0,Sales
0bb8f303-5515-429e-a05a-7c9ee675a50b,Cesar Morrison,72.0,lisa58@gmail.com,1970-01-01,162857.76794247003,HR
a3f0fd46-f9c7-4f3f-8223-49e50033254a,Sandra Young,76.0,williamsummers@hotmail.com,1970-01-01,54014.0,SalesK
9aa93a07-4dac-4c44-bdde-0424c118041f,,,no_email@example.com,1970-01-01,,
5cf2e1ee-cf23-4d2f-a136-2602279af7f0,Dawn Tucker,86.0,no_email@example.com,1970-01-01,118182.86110707902,Engineering
3a6b1096-f7a7-4901-a31a-9db676895801,Kayla Carpenter,61.0,dcooper@adams.net,2021-08-06,82857.39804033376,Engineering
fdffe261-41c3-49bd-8343-c55c22ed6934,Laura Douglas,38.0,rebecca26@long-gray.org,1970-01-01,63299.0,MarketingU
507c693e-8fa6-4583-82f8-8eae20d66be7,Evan Martinezimportant,34.0,tanyaglass@yahoo.com,1970-01-01,150059.39895002235,Sales
46a21acd-2b80-465b-86ca-0ccc90deb565,William Avila,77.0,no_email@example.com,1970-01-01,118575.0,Salesi
0912b431-ec7b-4b0b-ac5f-252ffdbd8789,Kathleen Pitts,81.0,no_email@example.com,1970-01-01,114940.0,HRa
6acc5bba-ee93-45b8-aa59-a75e1038c784,Alice Lewis,20.0,juansalinas@hotmail.com,1970-01-01,163203.64761801358,HR
1c2d3667-0238-4ee0-a332-5e17cf862e30,,,no_email@example.com,1970-01-01,,
08a2c469-4d0a-4474-9adc-b080966e2130,Richard Collins,68.0,michaelhernandez@lee.com,2021-12-05,65728.0,
e66a542d-900a-48b1-8558-38d51c9953b4,,,no_email@example.com,1970-01-01,,
f9d66dd9-4481-447b-9218-e280165ca091,John Bailey,69.0,robbinsfelicia@nelson.com,1970-01-01,39784.0,Support
b7e13183-a09a-40fa-a401-51f278428372,Joshua Harmonview,59.0,smithrichard@yahoo.com,1970-01-01,,HR
fe87e560-dff6-4299-9136-216b4b918d83,Angela Waller,82.0,simontoni@gmail.com,1970-01-01,80113.0,
cb4346e0-18d5-46f8-a837-3b81b42e12e5,Joseph Calderon,79.0,no_email@example.com,2022-03-05,45885.0,
49dbec08-eb63-466c-931d-94da6aac2298,,,no_email@example.com,1970-01-01,,
63c27bce-1226-4ac7-9990-1e66fb6d8229,,,no_email@example.com,1970-01-01,,
85fd1b76-fa4c-4b27-916b-69a68efd2f3c,Jason Stephens,54.0,parksandrea@brown.biz,1970-01-01,40452.54850449875,Marketing
df41a247-01e4-48cb-a3a5-d4bd991e51c5,,,no_email@example.com,1970-01-01,,
f006e033-2187-4e91-b7ba-34f5e43c4358,Jessica Evans,86.0,mark30@graham-carter.org,1970-01-01,63661.0,HR
578f8393-ec71-4cdb-a892-d062e9446811,,,no_email@example.com,1970-01-01,,
adaf3575-fd70-4249-893f-13e935530282,Kimberly Page,71.0,kruegerchristopher@hotmail.com,1970-01-01,123114.0,HR
cf9a09bc-4b38-4c30-8978-96a57f181c55,,25.0,no_email@example.com,1970-01-01,70299.0,SalesG
6e50ff2b-ee84-4ba1-adc1-88aced745fff,Mrs. Sheri Duffyparty,38.0,woodmadison@rice.com,2023-06-05,93430.0,Marketing
bbdfccce-f4e9-4f9d-ae8f-c4231ec75a3f,,90.0,no_email@example.com,1970-01-01,62247.0,HR
1c304683-0aac-4818-9b53-21a1b4c3d89c,Sydney Robinson,81.0,no_email@example.com,1970-01-01,133050.0,Engineering
cfd80c1c-5a2a-47d3-9c4f-a8dbe7e1b836,Carmen Green,87.0,no_email@example.com,1970-01-01,120746.0,Support
e2cbf80a-9c8b-4e6e-ae47-7759704bb8db,John Hurst,62.0,no_email@example.com,1970-01-01,,HR
15e6fea9-c33c-4a4c-b9cb-0a9653e0f448,Dennis Martindoor,86.0,davidsonamber@yahoo.com,1970-01-01,92158.0,Sales
78e61c19-2696-4529-93df-84694e0cdbb8,Robert Peterson,63.0,patricia32@hotmail.com,1970-01-01,133039.0,Supporty
80237f3b-1b5e-4e0e-b6dc-03f7f7ce7207,,,no_email@example.com,1970-01-01,,
ca130e73-2fc6-4c24-aaaa-3b08038f2666,Allison Mcknighttrip,90.0,hsmith@munoz-snyder.com,1970-01-01,105919.6580588758,HR
fe1793f4-1f96-46df-91eb-464afc0fe31d,Miguel Wilcox,,caitlin05@hotmail.com,1970-01-01,74013.0,Sales
1de0420a-7817-4810-824b-86c8d58ef4e0,Richard Estrada,87.0,sharpanthony@lawson.com,1970-01-01,140711.0,HR
ee302c6d-5164-4b86-bad1-b9624b44c130,Mr. Larry Mcpherson,23.0,austingillespie@gould-chapman.com,1970-01-01,75391.0,HR
0c59ca7f-9dc1-4f18-9245-e31c63c54dae,Tracy Lawson,82.0,no_email@example.com,1970-01-01,59961.0,Sales
38bb28ae-17e3-4b98-8520-affd806f16a7,Michael Gonzalez,,uphelps@gmail.com,1970-01-01,55674.0,
994122b1-32e0-4220-83bc-d72267847a23,Richard Brown,45.0,erin29@garza.net,1970-01-01,90216.0,Marketing
13b7fc63-a1a8-4a16-88bf-b78428ef682c,Michael Sellers,77.0,no_email@example.com,1970-01-01,121189.0,Marketing
aa504a57-f7dd-4603-8dd7-f846898585ea,Rebecca Potter,71.0,no_email@example.com,2024-02-03,70724.0,SalesN
bc03dd30-8836-4161-a3a0-140ab79ead86,William Jonesin,,perkinsscott@hotmail.com,1970-01-01,42081.0,Sales
f5ce3cdb-6628-45c8-98db-5f06c22fbcee,,,no_email@example.com,1970-01-01,,
17412c94-b433-473a-a63a-20e269e2f283,Angela Campbell,63.0,no_email@example.com,1970-01-01,61898.0,Engineering
6b64fb02-1d5d-4634-9d1d-d2c718031c33,Jeffrey Crosby,23.0,patricia22@mccann.org,1970-01-01,90766.67155716397,Support
4749815f-7b8a-4199-8db7-0c26e0ad70f5,Alexis Cunningham,42.0,timothy35@gmail.com,1970-01-01,128133.0,Marketinge
badf2575-e344-45dc-b9a7-75ef8efdf52f,Michelle Maldonado,49.0,kcollier@yahoo.com,1970-01-01,146516.0,MarketingR
830d0162-f4e3-47b2-9838-0199ff6a419e,Eric Campbell,88.0,no_email@example.com,1970-01-01,124752.0,
3c2bf634-c5ba-49db-af16-632ec072cc63,Tom Wade,71.0,lawrence69@ford-melton.com,1970-01-01,,Engineering
ffc4a5a6-7ab4-46fb-a876-ea396ab9c241,Ryan Ward,81.0,no_email@example.com,1970-01-01,108748.0,Support
1759df8c-3f9b-4963-854f-c9023b076b3b,Karen Chase,44.0,daniel56@hotmail.com,2020-07-11,122501.30313780135,Support
7edc8e0d-ef5f-4bed-88e3-f4c696dc318d,Mrs. Betty Robinsonmission,50.0,ecollier@long.com,1970-01-01,145538.0,Support
00bbcbdf-b232-4eaf-bbd5-19abc9bac992,Jeffrey Jackson,40.0,glucas@hotmail.com,1970-01-01,33381.0,HR
4b928463-0c4e-4923-8970-a9de2df2a8d4,Haley Montoyapolicy,74.0,mark45@gmail.com,1970-01-01,89801.0,Marketing
7e42205f-ddff-4db1-adb4-b7dba3e24027,,28.0,qsimpson@cherry-russell.com,1970-01-01,106847.0,Marketing
a0a23a98-3edc-4895-a751-699f15f1d590,Christopher Lin,33.0,no_email@example.com,1970-01-01,111440.0,Support
3ea567c5-3cc7-400b-8977-eb15216a8ffd,Keith Powell,64.0,qmarquez@smith.com,1970-01-01,109674.0,Marketing
93a7c6f0-3944-48f0-b286-05e7e92e549a,,,no_email@example.com,1970-01-01,,
8bfbae3a-81de-4658-9fcf-1522a4ffb162,Steven Kirby,49.0,barkerdavid@watson.org,1970-01-01,63896.10248314508,HR
59207561-409c-4c61-8ea7-bd8430d40ab3,Marie Orr,37.0,no_email@example.com,2021-08-04,126823.17535116916,Sales
42ac8e8f-3ab9-4e48-b45a-e60b40962f4b,Nicholas May,58.0,morgan64@andersen-smith.com,2023-12-09,110362.0,Marketing
d175c267-bd0e-4a2d-8c59-188baa54f58d,,,no_email@example.com,1970-01-01,,
aa7240e2-1d63-4956-9df5-141ad62ef136,,,no_email@example.com,1970-01-01,,
4b0d0bbb-734b-411e-8dd8-309fa4950517,Nathan Wong,55.0,richard48@jones-gordon.com,1970-01-01,,Marketingv
2295d7bc-a44c-49c2-bdf5-c58f871f9020,Gregory Schmidt,70.0,jamesdavis@yahoo.com,1970-01-01,93321.0,HRv
28e57f7d-5d14-4d7c-bcdf-af7b8425ed23,,77.0,charlesbenitez@yahoo.com,2023-01-06,75704.0,
280bef03-b76c-40c9-ab35-cef5d79a669c,,38.0,no_email@example.com,1970-01-01,148135.17845279165,Support
f145433c-5d4e-46ec-b4b7-11741e081c93,Kaitlin Bradymanagement,41.0,peggyweaver@yahoo.com,1970-01-01,95834.0,
de8a7c3c-42a1-4c32-b5f4-af3ffedff607,Jeffrey Bowers,80.0,no_email@example.com,2021-05-12,139007.0,Engineering
edb34b86-369f-4cd2-b4c8-dc2c6eb0ffc5,Stacy Cruz,36.0,williampearson@snyder.com,2020-11-02,118523.38027528132,Marketing
f0e3f1b7-e05a-405c-9b37-11b60fdf9911,Kevin Fowler,38.0,jroberts@davis.com,2022-09-07,141610.0,HR
a27873a7-6815-4b06-848f-acd2f2f7d765,Sydney Cox,29.0,joshua07@santiago-salazar.net,2020-08-08,79981.0,HR
27e4a597-b018-4f5d-85fa-e0bb0b016a9c,Christopher King,28.0,jodonnell@hotmail.com,1970-01-01,56554.3779421467,SalesM
6643a04b-800d-434d-a3e8-49e47cd85aeb,Laura Proctor,61.0,no_email@example.com,1970-01-01,54915.20145692224,Engineering
dcb5f899-d8cb-4598-a62a-10662b75cec9,Heather Taylor,40.0,michaelmunoz@dyer.org,1970-01-01,36044.61929198683,EngineeringL
d376ac20-7988-45a7-8bd9-079ac784e83b,Ricky Rosalesgun,37.0,gguzman@gmail.com,1970-01-01,118687.0,MarketingQ
8e1a2ece-f33d-4ca5-aa51-38493e11c166,George Grant,50.0,rodriguezsean@hotmail.com,1970-01-01,118357.0,Support
202f2ff5-f1ce-4fe9-baa0-cbbe47f93819,Tracy Sharp,45.0,no_email@example.com,1970-01-01,90263.0,Support
18991355-b214-44c8-9228-1fe4dac65ddb,Aaron Coffey,,fbright@yahoo.com,1970-01-01,113645.0,HR
3bbf5cda-f42b-49ce-adb8-e8af796b5448,Sierra Walshyet,21.0,no_email@example.com,2021-11-06,146903.0,HR
b67ab588-f67e-4a4d-9bff-e7405e3e4066,Angela Millerperformance,32.0,osmith@kim.net,1970-01-01,134430.0,Support
15ec5a25-eb6a-4a10-aee9-003524d8372d,Zachary Jones,60.0,idavis@gmail.com,1970-01-01,98733.0,Support
d2fde046-c5d8-427a-b311-5c3afe5d7f53,,,no_email@example.com,1970-01-01,,
8da4b611-0237-4b52-87a6-26b3a6773002,Neil Moore,,no_email@example.com,1970-01-01,98559.0,Sales
9534dfd4-dc71-4d4b-a864-2495a1a2669a,Becky Davis,74.0,no_email@example.com,1970-01-01,146992.0,Marketing
3e080d1a-093e-43c6-b225-2d0b3a68b03c,Christopher Castillogrow,69.0,davisjeffrey@hotmail.com,1970-01-01,110767.0,HRs
a9d81df4-d24a-4850-a6b3-4fd8240d7866,Jessica Davis,30.0,doylebradley@yahoo.com,2020-09-01,50850.0,Engineering
8af34568-9355-4c91-a6a4-0a31cf48bf9e,Carla Harper,25.0,no_email@example.com,1970-01-01,66920.0,Marketing
0f9575c3-8bc1-4111-b43d-d2bf9830e3e8,Renee Simsrecognize,46.0,floresbradley@gmail.com,1970-01-01,43178.727119273055,Sales
b9d595a2-f162-4ae0-abbd-42b6a7d9adc9,Antonio Davenport,80.0,no_email@example.com,1970-01-01,90267.0,HR
fbc0f711-e883-41cf-904f-3c3a7083391d,,90.0,no_email@example.com,1970-01-01,51315.28475670902,SalesW
bda24aff-8bd8-41a1-8060-8e8d1b72655f,,51.0,no_email@example.com,1970-01-01,,
77db1219-dddb-421a-86c9-19683a041c8d,Emily Gregory,83.0,russelldalton@gmail.com,1970-01-01,35080.0,Sales
3b49a4f4-6355-4072-8ccb-c09941effbe1,Michael Allen,57.0,brettrasmussen@powell-jordan.com,1970-01-01,145740.0,HR
9c22484b-485b-44d7-940f-96d5c231ec83,David Walker,73.0,no_email@example.com,2023-10-09,91020.0,Support
db093611-00f4-418f-ac40-ebb3bef915c8,Glenn Glover,56.0,christopher08@gmail.com,2020-09-09,123133.85781637134,Marketing
083e2ca2-af18-4867-9468-abe378c743db,Matthew Orr,31.0,stacywright@gmail.com,1970-01-01,43270.0,Engineering
d50afdb7-6ff1-4e39-88e3-bbabb1462153,,39.0,no_email@example.com,1970-01-01,121717.0,Marketing
f96f98fc-605e-4bfd-a703-5aa07260b2c3,,,no_email@example.com,1970-01-01,,
0a4fa7fe-a16d-4397-8478-1c162693b29c,Michael Weber,72.0,lawrencejames@white-smith.com,2022-01-08,148792.0,Engineering
0fbdc02a-0e67-4b1e-bc69-fa072dc3847b,Jared Alvarezinterest,25.0,kellyhall@yahoo.com,1970-01-01,53864.0,Supportj
5ea8a40d-0e02-4f48-ab5a-28c0681d2043,Kimberly Myers,63.0,no_email@example.com,1970-01-01,142051.0,Marketing
b405ffe9-ab49-4832-aacd-f584eafdf11f,,,no_email@example.com,1970-01-01,,
f22db647-5e85-4d0c-bd33-c9cfc8b3920c,,,no_email@example.com,1970-01-01,115916.28391702608,HR
790d5bbb-77e9-4c75-8b62-ba3cf7bd8e6c,Gabrielle Castillo,26.0,danielle27@roy.org,1970-01-01,68942.0,HR
0542508c-3a15-4ab4-b40d-18add7649a25,,,no_email@example.com,1970-01-01,,
a02af6d3-3341-4759-af22-8be4fc648b68,Charles Rice,26.0,no_email@example.com,2020-06-03,81295.87677527273,Sales
b419e8e6-d228-43e0-ba28-fd9b43e73754,Brian Meyer,85.0,elizabeth80@yahoo.com,1970-01-01,107955.60498996392,Salesd
eff7b58a-ca5b-4894-99d3-f478124f25a6,David Hansonwin,51.0,no_email@example.com,1970-01-01,136977.0,Support
983db714-e751-4bb1-b95a-546e7d21cc2d,Alex Ortega,,no_email@example.com,2023-06-01,116748.0,Support
61ea6e46-8cff-4847-9334-a3eda91b7fd8,Wendy Schmidt,41.0,sjohnson@chapman.info,2020-05-04,112313.0,Marketing
2a20ede5-bb0e-4580-885c-ba4c7ac70072,,,no_email@example.com,1970-01-01,,
2aa051d1-95a6-4fc6-bc8c-81d43b99240d,Nathaniel Lewis,,ksnyder@gmail.com,1970-01-01,149006.0,Marketingu
fdad81ef-a58e-45de-a12a-74d0342c24c3,,83.0,brownjames@hotmail.com,1970-01-01,79506.12074290149,Engineering
8ad98575-dd17-42d3-bd13-e1b98d89a992,Christopher Meyers,83.0,no_email@example.com,1970-01-01,90043.0,Engineeringj
4735c76d-e473-40bb-b450-7d6fde8fa744,Joseph Palmer,32.0,mpearson@gmail.com,1970-01-01,39649.0,SalesU
1ed0f0ad-1227-4dae-a01d-9c8ef546c561,Beth Hunt,87.0,lisa64@hotmail.com,2023-01-05,,Support
e9437818-7319-43df-b534-58e6d0b6d022,Katie Hamilton,24.0,gwhitehead@hotmail.com,1970-01-01,65557.0,Marketing
6525d805-5575-4a88-bcdd-003f4ce3ef84,Max Rocha,64.0,xbenson@hotmail.com,1970-01-01,99285.29230341536,HR
e3e51ccd-3566-409e-b7bf-cfedac60bfa1,Cynthia Davis,42.0,no_email@example.com,1970-01-01,31750.0,HRO
b4e15798-1605-46d1-8f02-d6b087e40a28,,69.0,danielbrown@yahoo.com,1970-01-01,,
1128ef44-e062-4ba0-89c1-0ee9471b84bd,Ashley Smith,81.0,andrewebster@yahoo.com,1970-01-01,,Engineering
fe92c5f0-424a-4225-aa29-db29a0f51f43,Mckenzie Hurley,25.0,no_email@example.com,1970-01-01,60046.0,Sales
f17bc962-26fe-43fb-8cd3-f1fc63a84b5c,,,no_email@example.com,1970-01-01,,
1ec99653-22c3-4f3b-9469-0ef84876cd16,Joseph Pierce,62.0,mark85@yahoo.com,1970-01-01,105952.0,Marketing
51d08967-bfcf-48ff-92c4-4f745c5f6689,Benjamin Krause,62.0,kimnguyen@hotmail.com,1970-01-01,53654.0,Engineering
6c36785f-bac2-40a0-bd94-d667f544c235,,,no_email@example.com,1970-01-01,,
f690098c-b06e-4272-86f9-53ceaf8575bd,Katherine Kennedyresearch,49.0,johnkeller@hotmail.com,1970-01-01,,
347f2a84-b890-4c79-a496-9f091ff8c6d4,Jennifer Duncan,40.0,joanreed@yahoo.com,1970-01-01,96651.0,MarketingH
57214c37-40d2-4ab3-8d2a-e027c721dd51,Karla Bowen,46.0,justinevans@hotmail.com,1970-01-01,52578.0,HR
6570c6bc-e3e3-4b34-8381-ba54af75fadf,Aaron Dominguez,81.0,no_email@example.com,2020-05-06,,
c5fbfd84-8b5a-48e9-a739-8d903ebdd437,Kristen Moyer,52.0,gmartin@valentine.com,1970-01-01,80231.0,HR
30bd059d-56d9-45e6-a6b8-fbaedd9c90c3,Tami Barnes,66.0,crystalhill@gmail.com,2021-11-04,75292.0,Sales
5279cf4c-6cab-468a-9fd0-f677bf19f01e,Danielle Johnson,20.0,no_email@example.com,1970-01-01,86125.0,Sales
78aaaf64-9a49-40b1-8968-bba324b58d2a,Alice Medina,46.0,craigfrederick@mitchell-perry.com,1970-01-01,99875.0,Sales
48786e20-2534-4e94-9ba7-73f43409891a,Willie Yoder,72.0,clarktanya@hotmail.com,2024-05-05,66032.0,HR
9b7f9c12-9dba-40f5-91b4-db145484e8ac,George Fullermission,82.0,stephaniethompson@chavez-alexander.com,1970-01-01,37687.0,Sales
5ab38078-818e-4edb-8f08-c8b87d57f54f,Olivia Crane,49.0,no_email@example.com,2024-10-02,49057.0,Marketing
bf18d4cc-9c52-41f8-a032-b238c19b189a,Rodney Burns,53.0,millscourtney@reese.com,1970-01-01,140716.0,Salesj
36d41261-73a7-4a98-ad49-4f332a617758,Tiffany Patel,25.0,michael52@hotmail.com,1970-01-01,49707.0,Saleso
182b6c7c-2121-428a-87b9-63aac3a123ae,Kimberly Terry,,christopher00@thomas-anderson.com,1970-01-01,111038.0,Engineering
2c4036e7-61fe-4a87-8fd6-31cdbb0e3a24,Ashley Salazarpage,62.0,no_email@example.com,2020-05-10,135949.0,Support
92a935da-2c66-4d7d-b713-2f16be565bfa,,,no_email@example.com,1970-01-01,,
c863225f-96ab-4baf-8f3c-edadef3aa9a6,Cynthia Bell,84.0,no_email@example.com,1970-01-01,139691.0,Support
15cfc09a-fbc9-46bc-88c0-da599fcfe12e,Donald Patton,46.0,andrea07@collins.net,2020-10-10,125069.0,Marketing
68b67220-13e7-4354-8df3-e21a1c8ef781,Adam Cox,36.0,john28@gmail.com,1970-01-01,,Engineering
5e17722e-f98f-44d2-bc63-83d667dc17ed,Karen Martinez,86.0,simpsonaaron@hotmail.com,2022-03-07,38884.0,
9a64317e-0e48-406f-aafc-28a472e1127b,Cory Lewis,75.0,bsoto@yahoo.com,1970-01-01,101307.0,SalesZ
9fe516c6-2823-4c71-a796-92abb67e3950,Courtney Clark,70.0,george65@yahoo.com,1970-01-01,129646.0,Engineeringe
85641e3f-2f11-4c76-9129-0dca2fc02e1b,Juan Patel,47.0,torresnorman@yahoo.com,1970-01-01,91442.36369091627,Sales
545682fd-fa39-4213-a057-18eaa091381e,Wendy Mason,58.0,aguirrejessica@hotmail.com,2022-01-07,174272.04918043682,Support
690a7077-baf8-411b-89da-64c1c30f0f50,Christina Kim,52.0,brownkristen@yahoo.com,1970-01-01,141841.04509908447,Engineering
ffcf3fc0-87ec-41a2-ab0e-efca444bd97c,Lindsay Gonzalezpaper,,no_email@example.com,1970-01-01,86938.07067526993,MarketingF
ab4ebc98-a958-45f0-a68a-72156f949db1,,66.0,wgonzalez@yahoo.com,1970-01-01,,Sales
7b928e3d-1400-44b8-9aec-0a25e9bba550,,,no_email@example.com,1970-01-01,,
c24b4889-9fa2-40f9-bc90-4be340864105,,,no_email@example.com,1970-01-01,,
70c4681f-68fb-490e-8fc0-4c5237eafd04,Frances Johnson,88.0,fernandezrobert@baker-holt.com,1970-01-01,,HR
dab0a32a-6a5d-4b0d-89ca-a4a20ecf5a8e,Austin Pugh,25.0,pattersonroger@delgado-long.biz,1970-01-01,109974.0,Marketingr
b1c10dc1-601d-4449-92df-cb85581a2af7,William Gordon,49.0,joseph44@yahoo.com,1970-01-01,70760.0,
5d2b9324-f9b3-4282-a2ad-9d76d3ecdd74,Kyle Woods,19.0,victorflynn@yahoo.com,2023-04-07,69836.0,HR
1032f2e6-2b2d-4b08-82ff-7fb401134501,Destiny Williamson,29.0,stephanie25@hotmail.com,1970-01-01,70856.0,Engineeringm
9a784002-01ae-460a-aeca-a1881330ef20,Lisa Lee,81.0,tracey40@hotmail.com,1970-01-01,75487.0,HR
50e945b8-c980-4f4e-8524-9aac85af5ffa,Danielle Morton,57.0,reneeingram@park-alexander.biz,1970-01-01,66393.9120390429,Marketing
9224d728-dc89-4ac8-9fc1-91330c8b1012,,52.0,no_email@example.com,2020-11-06,36649.0,HRW
77b5b339-6777-4cf9-8369-a8f79189bcde,Brandi Fowlerreport,43.0,vlogan@herrera-rivas.org,1970-01-01,36232.01186133541,Marketing
0c610fa1-07e8-4e3b-bf9b-e61a23befd4e,Kimberly Landry,48.0,no_email@example.com,1970-01-01,51623.35196152477,Support
9fac29f5-7a5b-49a4-ab31-b6b2e54915b1,Travis Clark,70.0,cburns@hotmail.com,1970-01-01,130588.0,Engineering
7417c58c-6928-476d-a38b-844a38f2e51d,,,joannaarmstrong@rogers.com,1970-01-01,89092.0,HRt
7a5a224c-626a-4f21-82ad-80cc7d21fd90,John Randall,61.0,hamiltonrebecca@gonzales.com,2020-01-04,138616.0,Engineering
b89fb19c-d191-48a9-814c-db92cfea05f4,Cheryl Glover,63.0,jamesparker@jones.net,2022-06-08,68274.0,Support
2065e49e-76eb-4b57-9b53-94928e701415,,,no_email@example.com,1970-01-01,,
6787b9df-9f73-434e-bbfb-9f07a92ee839,Benjamin Russellevery,59.0,michael71@gmail.com,1970-01-01,84216.21461674722,Sales
3239c30e-e727-4dd6-aac2-ad04277469a1,Lisa Larson,68.0,mcphersonmelissa@gmail.com,1970-01-01,54497.0,HR
95aa47e4-3873-4053-ba78-ec577f007a81,,71.0,james31@white.com,2023-11-08,61334.0,Marketing
97135770-4c30-4949-b53a-7d8d5bb955f2,Emily Allen,58.0,taylorleslie@hotmail.com,1970-01-01,70526.0,Saleso
08399e5c-105f-4f19-b75e-df922da72202,Marilyn Evans,45.0,elizabethgonzales@hansen-lang.com,2024-02-04,,Sales
42c9d70a-3387-4f05-82ae-d75d8eb4b9e2,Jeremiah Sanchezat,46.0,anthony57@gmail.com,1970-01-01,58743.79627413304,Marketing
4cdaa16f-5282-4938-a6fb-2d84f22f4011,,,no_email@example.com,1970-01-01,,
2f1d79b0-7ea7-4b61-836a-25e1ae301b0f,Janice Anderson,39.0,becky85@gmail.com,1970-01-01,46490.0,SalesW
